8984	39761350
23870	39761350
58389	39761350
15858	39761350
15858	39761350
63895	39761350
25842	39761350
17996	39761350
53425	39761350
53425	39761350
53425	39761350
53425	39761350
53425	39761350
32732	33654778
30413	33654778
30212	33654778
10545	33654778
30212	33654778
33856	33654778
32732	33654778
16670	33654778
30413	33654778
8337	33654778
46887	33654778
36161	33654778
9754	33654778
46727	33654778
30413	33654778
8337	33654778
27618	38795585
42491	38795585
27618	38795585
42491	38795585
27618	38795585
42491	38795585
27618	38795585
27618	38795585
42491	38795585
27618	38795585
42491	38795585
15377	32874513
10545	32874513
15377	32874513
15377	32874513
15377	32874513
32988	32874513
15377	32874513
15377	32874513
27470	32874513
32875	32874513
32875	32874513
27470	32874513
27470	32874513
32875	32874513
27470	32874513
27470	32874513
28262	32874513
32875	32874513
32875	32874513
27470	32874513
32875	32874513
32875	32874513
32875	32874513
32875	32874513
32875	32874513
32875	32874513
44185	32874513
27470	32874513
32875	32874513
29987	32874513
33250	32874513
33250	32874513
29987	32874513
27470	32874513
29987	32874513
33250	32874513
33250	32874513
33250	32874513
29987	32874513
33250	32874513
33250	32874513
29987	32874513
27601	32874513
42758	32874513
49786	32874513
27470	32874513
43176	32874513
78509	32874513
15377	32874513
32875	32874513
27470	32874513
27470	32874513
32875	32874513
27470	32874513
32875	32874513
33250	32874513
32875	32874513
32875	32874513
32875	32874513
32875	32874513
27470	32874513
30052	40092763
25197	40092763
80495	40092763
29036	40092763
16793	40092763
29036	40092763
16793	40092763
29036	40092763
16793	40092763
29036	40092763
15377	40092763
29036	40092763
16793	40092763
49637	40092763
36916	40092763
25698	40092763
39024	40092763
36916	40092763
36916	40092763
15377	40092763
29036	40092763
16793	40092763
16793	40092763
29108	40092763
29036	40092763
29036	40092763
30785	40092763
15377	40092763
15377	40092763
29036	40092763
16793	40092763
29036	40092763
16793	40092763
29036	40092763
16793	40092763
28794	40092763
29036	40092763
16793	40092763
46882	40092763
31225	40092763
29036	40092763
16793	40092763
43732	40092763
48775	40092763
29036	40092763
16793	40092763
16793	40092763
29036	40092763
16793	40092763
29036	40092763
9141	40092763
30052	40092763
25197	40092763
16793	40092763
29036	40092763
29036	40092763
16793	40092763
29036	40092763
16793	40092763
29036	40092763
16793	40092763
15377	40092763
30563	40092763
46727	40092763
15377	40092763
46882	40092763
17097	40092763
29342	40092763
32875	40092763
35602	40092763
42485	40092763
44730	40092763
15366	40092763
44730	40092763
17097	40092763
30229	40092763
29432	40092763
35602	40092763
42485	40092763
44730	40092763
15366	40092763
44730	40092763
42266	40092763
17097	40092763
30229	40092763
29432	40092763
35602	40092763
42485	40092763
42266	40092763
17097	40092763
8387	40092763
44730	40092763
15366	40092763
44730	40092763
29036	40092763
16793	40092763
36916	40092763
29036	40092763
16793	40092763
29036	40092763
16793	40092763
16793	40092763
29036	40092763
16793	40092763
29036	40092763
16793	40092763
29036	40092763
30052	40092763
40036	40092763
