49637	27009517
29294	27009517
9119	27009517
16526	27009517
28976	27009517
47426	27009517
29105	27009517
62947	27009517
44520	27009517
6076	38325737
18246	38325737
33250	21920321
15377	21920321
15882	21920321
6993	23442966
33839	23442966
46887	23442966
5417	23442966
32954	23442966
36219	23442966
44215	23442966
50744	23442966
47622	23442966
30212	23442966
6993	23442966
10545	23442966
33837	23442966
33417	23442966
3223	38638949
3223	38638949
3223	38638949
3223	38638949
3223	38638949
3223	38638949
3224	38638949
350546	38638949
3224	38638949
3224	38638949
37585	38638949
34683	38638949
15377	38638949
3223	38638949
15377	38638949
46727	38638949
18246	38638949
15377	38638949
49637	38638949
33839	38638949
33694	38638949
5855	38638949
10033	38638949
49662	38638949
28544	38638949
49637	38638949
49637	38638949
3223	38638949
32988	38638949
16670	38638949
32988	38638949
32988	38638949
32988	38638949
32988	38638949
32988	38638949
23019	38638949
32988	38638949
32988	38638949
23019	38638949
49637	38638949
49637	38638949
3223	38638949
49637	38638949
9123	38638949
3219	38638949
3112	38638949
5613	38638949
3756	38638949
10033	38638949
57977	38638949
28544	38638949
5855	38638949
3223	38638949
3223	38638949
17089	38638949
3223	38638949
8499	38638949
4551	38638949
10033	38638949
33521	34687708
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
45409	PMC10671224
17562	PMC10671224
33838	PMC10671224
17972	PMC10671224
45409	PMC10671224
4056	PMC10671224
49637	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
49637	PMC10671224
26710	PMC10671224
6078	PMC10671224
6078	PMC10671224
29987	PMC10671224
17996	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
60766	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
15347	PMC10671224
6078	PMC10671224
15347	PMC10671224
15377	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
30212	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
15347	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
28619	PMC10671224
28619	PMC10671224
28938	PMC10671224
28619	PMC10671224
28619	PMC10671224
17754	PMC10671224
28938	PMC10671224
82411	PMC10671224
44520	PMC10671224
15366	PMC10671224
15377	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
60766	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
50858	PMC10671224
25805	PMC10671224
6078	PMC10671224
6078	PMC10671224
8337	39626123
16235	39626123
61073	39626123
15379	39626123
25805	39626123
50077	39626123
36674	39626123
49836	39626123
30052	39626123
33359	39626123
47622	39626123
49882	39626123
49789	39626123
49666	39626123
30682	39626123
44975	39626123
16235	39626123
44975	39626123
44975	39626123
25805	39626123
28073	39626123
30682	39626123
16235	39626123
28073	39626123
36674	39626123
30622	39626123
30622	39626123
16708	39626123
28073	39626123
44975	39626123
30622	39626123
44975	39626123
36674	39626123
48547	39626123
38472	39626123
26710	39626123
23114	39626123
50562	39626123
30622	39626123
38472	39626123
26710	39626123
44975	39626123
44975	39626123
30622	39626123
